code,link
MAMIP,https://query1.finance.yahoo.com/v7/finance/download/MAMIP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAPB,https://query1.finance.yahoo.com/v7/finance/download/MAPB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAPI,https://query1.finance.yahoo.com/v7/finance/download/MAPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MARI,https://query1.finance.yahoo.com/v7/finance/download/MARI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MARK,https://query1.finance.yahoo.com/v7/finance/download/MARK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MASA,https://query1.finance.yahoo.com/v7/finance/download/MASA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAYA,https://query1.finance.yahoo.com/v7/finance/download/MAYA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MBAP,https://query1.finance.yahoo.com/v7/finance/download/MBAP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MBSS,https://query1.finance.yahoo.com/v7/finance/download/MBSS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MBTO,https://query1.finance.yahoo.com/v7/finance/download/MBTO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MCAS,https://query1.finance.yahoo.com/v7/finance/download/MCAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MCOR,https://query1.finance.yahoo.com/v7/finance/download/MCOR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MDIA,https://query1.finance.yahoo.com/v7/finance/download/MDIA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MDKA,https://query1.finance.yahoo.com/v7/finance/download/MDKA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MDLN,https://query1.finance.yahoo.com/v7/finance/download/MDLN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MDRN,https://query1.finance.yahoo.com/v7/finance/download/MDRN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MEDC,https://query1.finance.yahoo.com/v7/finance/download/MEDC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MEGA,https://query1.finance.yahoo.com/v7/finance/download/MEGA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MERK,https://query1.finance.yahoo.com/v7/finance/download/MERK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
META,https://query1.finance.yahoo.com/v7/finance/download/META.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MFIN,https://query1.finance.yahoo.com/v7/finance/download/MFIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MFMI,https://query1.finance.yahoo.com/v7/finance/download/MFMI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MGNA,https://query1.finance.yahoo.com/v7/finance/download/MGNA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MICE,https://query1.finance.yahoo.com/v7/finance/download/MICE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MIDI,https://query1.finance.yahoo.com/v7/finance/download/MIDI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MIKA,https://query1.finance.yahoo.com/v7/finance/download/MIKA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MIRA,https://query1.finance.yahoo.com/v7/finance/download/MIRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MITI,https://query1.finance.yahoo.com/v7/finance/download/MITI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MKNT,https://query1.finance.yahoo.com/v7/finance/download/MKNT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MKPI,https://query1.finance.yahoo.com/v7/finance/download/MKPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MLBI,https://query1.finance.yahoo.com/v7/finance/download/MLBI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MLIA,https://query1.finance.yahoo.com/v7/finance/download/MLIA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MLPL,https://query1.finance.yahoo.com/v7/finance/download/MLPL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MLPT,https://query1.finance.yahoo.com/v7/finance/download/MLPT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MMLP,https://query1.finance.yahoo.com/v7/finance/download/MMLP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MNCN,https://query1.finance.yahoo.com/v7/finance/download/MNCN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MPMX,https://query1.finance.yahoo.com/v7/finance/download/MPMX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MPOW,https://query1.finance.yahoo.com/v7/finance/download/MPOW.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MPPA,https://query1.finance.yahoo.com/v7/finance/download/MPPA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MRAT,https://query1.finance.yahoo.com/v7/finance/download/MRAT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MREI,https://query1.finance.yahoo.com/v7/finance/download/MREI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MSKY,https://query1.finance.yahoo.com/v7/finance/download/MSKY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTDL,https://query1.finance.yahoo.com/v7/finance/download/MTDL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTFN,https://query1.finance.yahoo.com/v7/finance/download/MTFN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTLA,https://query1.finance.yahoo.com/v7/finance/download/MTLA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTRA,https://query1.finance.yahoo.com/v7/finance/download/MTRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTSM,https://query1.finance.yahoo.com/v7/finance/download/MTSM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MTWI,https://query1.finance.yahoo.com/v7/finance/download/MTWI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MYOH,https://query1.finance.yahoo.com/v7/finance/download/MYOH.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MYOR,https://query1.finance.yahoo.com/v7/finance/download/MYOR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MYRX,https://query1.finance.yahoo.com/v7/finance/download/MYRX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MYRXP,https://query1.finance.yahoo.com/v7/finance/download/MYRXP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MYTX,https://query1.finance.yahoo.com/v7/finance/download/MYTX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NAGA,https://query1.finance.yahoo.com/v7/finance/download/NAGA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NASA,https://query1.finance.yahoo.com/v7/finance/download/NASA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NASA-W,https://query1.finance.yahoo.com/v7/finance/download/NASA-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NELY,https://query1.finance.yahoo.com/v7/finance/download/NELY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NIKL,https://query1.finance.yahoo.com/v7/finance/download/NIKL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NIPS,https://query1.finance.yahoo.com/v7/finance/download/NIPS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NIRO,https://query1.finance.yahoo.com/v7/finance/download/NIRO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NISP,https://query1.finance.yahoo.com/v7/finance/download/NISP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NOBU,https://query1.finance.yahoo.com/v7/finance/download/NOBU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
NRCA,https://query1.finance.yahoo.com/v7/finance/download/NRCA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
OASA,https://query1.finance.yahoo.com/v7/finance/download/OASA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
OCAP,https://query1.finance.yahoo.com/v7/finance/download/OCAP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
OKAS,https://query1.finance.yahoo.com/v7/finance/download/OKAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
OMRE,https://query1.finance.yahoo.com/v7/finance/download/OMRE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PADI,https://query1.finance.yahoo.com/v7/finance/download/PADI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PALM,https://query1.finance.yahoo.com/v7/finance/download/PALM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PANR,https://query1.finance.yahoo.com/v7/finance/download/PANR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PANS,https://query1.finance.yahoo.com/v7/finance/download/PANS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PBID,https://query1.finance.yahoo.com/v7/finance/download/PBID.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PBRX,https://query1.finance.yahoo.com/v7/finance/download/PBRX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PBSA,https://query1.finance.yahoo.com/v7/finance/download/PBSA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PDES,https://query1.finance.yahoo.com/v7/finance/download/PDES.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PEGE,https://query1.finance.yahoo.com/v7/finance/download/PEGE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PGAS,https://query1.finance.yahoo.com/v7/finance/download/PGAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PGLI,https://query1.finance.yahoo.com/v7/finance/download/PGLI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PICO,https://query1.finance.yahoo.com/v7/finance/download/PICO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PJAA,https://query1.finance.yahoo.com/v7/finance/download/PJAA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PKPK,https://query1.finance.yahoo.com/v7/finance/download/PKPK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PLAS,https://query1.finance.yahoo.com/v7/finance/download/PLAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PLIN,https://query1.finance.yahoo.com/v7/finance/download/PLIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PNBN,https://query1.finance.yahoo.com/v7/finance/download/PNBN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PNBS,https://query1.finance.yahoo.com/v7/finance/download/PNBS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PNIN,https://query1.finance.yahoo.com/v7/finance/download/PNIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PNLF,https://query1.finance.yahoo.com/v7/finance/download/PNLF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PNSE,https://query1.finance.yahoo.com/v7/finance/download/PNSE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
POLY,https://query1.finance.yahoo.com/v7/finance/download/POLY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
POOL,https://query1.finance.yahoo.com/v7/finance/download/POOL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
POOL-W,https://query1.finance.yahoo.com/v7/finance/download/POOL-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PORT,https://query1.finance.yahoo.com/v7/finance/download/PORT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
POWR,https://query1.finance.yahoo.com/v7/finance/download/POWR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PPRE,https://query1.finance.yahoo.com/v7/finance/download/PPRE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PPRO,https://query1.finance.yahoo.com/v7/finance/download/PPRO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PRAS,https://query1.finance.yahoo.com/v7/finance/download/PRAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PRDA,https://query1.finance.yahoo.com/v7/finance/download/PRDA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PSAB,https://query1.finance.yahoo.com/v7/finance/download/PSAB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PSDN,https://query1.finance.yahoo.com/v7/finance/download/PSDN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PSKT,https://query1.finance.yahoo.com/v7/finance/download/PSKT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PSKT-W,https://query1.finance.yahoo.com/v7/finance/download/PSKT-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PSSI,https://query1.finance.yahoo.com/v7/finance/download/PSSI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTBA,https://query1.finance.yahoo.com/v7/finance/download/PTBA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTIS,https://query1.finance.yahoo.com/v7/finance/download/PTIS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTPP,https://query1.finance.yahoo.com/v7/finance/download/PTPP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTRO,https://query1.finance.yahoo.com/v7/finance/download/PTRO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTSN,https://query1.finance.yahoo.com/v7/finance/download/PTSN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PTSP,https://query1.finance.yahoo.com/v7/finance/download/PTSP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PUDP,https://query1.finance.yahoo.com/v7/finance/download/PUDP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PWON,https://query1.finance.yahoo.com/v7/finance/download/PWON.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
PYFA,https://query1.finance.yahoo.com/v7/finance/download/PYFA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RAJA,https://query1.finance.yahoo.com/v7/finance/download/RAJA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RALS,https://query1.finance.yahoo.com/v7/finance/download/RALS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RANC,https://query1.finance.yahoo.com/v7/finance/download/RANC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RBMS,https://query1.finance.yahoo.com/v7/finance/download/RBMS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RDTX,https://query1.finance.yahoo.com/v7/finance/download/RDTX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RELI,https://query1.finance.yahoo.com/v7/finance/download/RELI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RICY,https://query1.finance.yahoo.com/v7/finance/download/RICY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RIGS,https://query1.finance.yahoo.com/v7/finance/download/RIGS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RIMO,https://query1.finance.yahoo.com/v7/finance/download/RIMO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RMBA,https://query1.finance.yahoo.com/v7/finance/download/RMBA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RODA,https://query1.finance.yahoo.com/v7/finance/download/RODA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ROTI,https://query1.finance.yahoo.com/v7/finance/download/ROTI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
RUIS,https://query1.finance.yahoo.com/v7/finance/download/RUIS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SAFE,https://query1.finance.yahoo.com/v7/finance/download/SAFE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SAIP,https://query1.finance.yahoo.com/v7/finance/download/SAIP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SAME,https://query1.finance.yahoo.com/v7/finance/download/SAME.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SCBD,https://query1.finance.yahoo.com/v7/finance/download/SCBD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SCCO,https://query1.finance.yahoo.com/v7/finance/download/SCCO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SCMA,https://query1.finance.yahoo.com/v7/finance/download/SCMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SCPI,https://query1.finance.yahoo.com/v7/finance/download/SCPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SDMU,https://query1.finance.yahoo.com/v7/finance/download/SDMU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SDPC,https://query1.finance.yahoo.com/v7/finance/download/SDPC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SDRA,https://query1.finance.yahoo.com/v7/finance/download/SDRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SGRO,https://query1.finance.yahoo.com/v7/finance/download/SGRO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SHID,https://query1.finance.yahoo.com/v7/finance/download/SHID.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SHIP,https://query1.finance.yahoo.com/v7/finance/download/SHIP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SIAP,https://query1.finance.yahoo.com/v7/finance/download/SIAP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SIDO,https://query1.finance.yahoo.com/v7/finance/download/SIDO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SILO,https://query1.finance.yahoo.com/v7/finance/download/SILO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SIMA,https://query1.finance.yahoo.com/v7/finance/download/SIMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SIMP,https://query1.finance.yahoo.com/v7/finance/download/SIMP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SIPD,https://query1.finance.yahoo.com/v7/finance/download/SIPD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SKBM,https://query1.finance.yahoo.com/v7/finance/download/SKBM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SKLT,https://query1.finance.yahoo.com/v7/finance/download/SKLT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SKYB,https://query1.finance.yahoo.com/v7/finance/download/SKYB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMAR,https://query1.finance.yahoo.com/v7/finance/download/SMAR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMBR,https://query1.finance.yahoo.com/v7/finance/download/SMBR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMCB,https://query1.finance.yahoo.com/v7/finance/download/SMCB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMDM,https://query1.finance.yahoo.com/v7/finance/download/SMDM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMDR,https://query1.finance.yahoo.com/v7/finance/download/SMDR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMGR,https://query1.finance.yahoo.com/v7/finance/download/SMGR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMMA,https://query1.finance.yahoo.com/v7/finance/download/SMMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMMT,https://query1.finance.yahoo.com/v7/finance/download/SMMT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMRA,https://query1.finance.yahoo.com/v7/finance/download/SMRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMRU,https://query1.finance.yahoo.com/v7/finance/download/SMRU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SMSM,https://query1.finance.yahoo.com/v7/finance/download/SMSM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SOBI,https://query1.finance.yahoo.com/v7/finance/download/SOBI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SOCI,https://query1.finance.yahoo.com/v7/finance/download/SOCI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SONA,https://query1.finance.yahoo.com/v7/finance/download/SONA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SPMA,https://query1.finance.yahoo.com/v7/finance/download/SPMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SQBB,https://query1.finance.yahoo.com/v7/finance/download/SQBB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SQBI,https://query1.finance.yahoo.com/v7/finance/download/SQBI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SQMI,https://query1.finance.yahoo.com/v7/finance/download/SQMI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SRAJ,https://query1.finance.yahoo.com/v7/finance/download/SRAJ.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SRIL,https://query1.finance.yahoo.com/v7/finance/download/SRIL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SRSN,https://query1.finance.yahoo.com/v7/finance/download/SRSN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SRTG,https://query1.finance.yahoo.com/v7/finance/download/SRTG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SSIA,https://query1.finance.yahoo.com/v7/finance/download/SSIA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SSMS,https://query1.finance.yahoo.com/v7/finance/download/SSMS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SSTM,https://query1.finance.yahoo.com/v7/finance/download/SSTM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
STAR,https://query1.finance.yahoo.com/v7/finance/download/STAR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
STTP,https://query1.finance.yahoo.com/v7/finance/download/STTP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SUGI,https://query1.finance.yahoo.com/v7/finance/download/SUGI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SULI,https://query1.finance.yahoo.com/v7/finance/download/SULI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
SUPR,https://query1.finance.yahoo.com/v7/finance/download/SUPR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TALF,https://query1.finance.yahoo.com/v7/finance/download/TALF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TAMU,https://query1.finance.yahoo.com/v7/finance/download/TAMU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TARA,https://query1.finance.yahoo.com/v7/finance/download/TARA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
TAXI,https://query1.finance.yahoo.com/v7/finance/download/TAXI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
