code,link
DEFI,https://query1.finance.yahoo.com/v7/finance/download/DEFI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DEWA,https://query1.finance.yahoo.com/v7/finance/download/DEWA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DGIK,https://query1.finance.yahoo.com/v7/finance/download/DGIK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DILD,https://query1.finance.yahoo.com/v7/finance/download/DILD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DKFT,https://query1.finance.yahoo.com/v7/finance/download/DKFT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DLTA,https://query1.finance.yahoo.com/v7/finance/download/DLTA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DMAS,https://query1.finance.yahoo.com/v7/finance/download/DMAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DNAR,https://query1.finance.yahoo.com/v7/finance/download/DNAR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DNET,https://query1.finance.yahoo.com/v7/finance/download/DNET.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DOID,https://query1.finance.yahoo.com/v7/finance/download/DOID.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DPNS,https://query1.finance.yahoo.com/v7/finance/download/DPNS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DPUM,https://query1.finance.yahoo.com/v7/finance/download/DPUM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DSFI,https://query1.finance.yahoo.com/v7/finance/download/DSFI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DSNG,https://query1.finance.yahoo.com/v7/finance/download/DSNG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DSSA,https://query1.finance.yahoo.com/v7/finance/download/DSSA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DUTI,https://query1.finance.yahoo.com/v7/finance/download/DUTI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DVLA,https://query1.finance.yahoo.com/v7/finance/download/DVLA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DWGL,https://query1.finance.yahoo.com/v7/finance/download/DWGL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
DYAN,https://query1.finance.yahoo.com/v7/finance/download/DYAN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ECII,https://query1.finance.yahoo.com/v7/finance/download/ECII.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
EKAD,https://query1.finance.yahoo.com/v7/finance/download/EKAD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ELSA,https://query1.finance.yahoo.com/v7/finance/download/ELSA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ELTY,https://query1.finance.yahoo.com/v7/finance/download/ELTY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
EMDE,https://query1.finance.yahoo.com/v7/finance/download/EMDE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
EMTK,https://query1.finance.yahoo.com/v7/finance/download/EMTK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ENRG,https://query1.finance.yahoo.com/v7/finance/download/ENRG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
EPMT,https://query1.finance.yahoo.com/v7/finance/download/EPMT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ERAA,https://query1.finance.yahoo.com/v7/finance/download/ERAA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ERTX,https://query1.finance.yahoo.com/v7/finance/download/ERTX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ESSA,https://query1.finance.yahoo.com/v7/finance/download/ESSA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ESTI,https://query1.finance.yahoo.com/v7/finance/download/ESTI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ETWA,https://query1.finance.yahoo.com/v7/finance/download/ETWA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
EXCL,https://query1.finance.yahoo.com/v7/finance/download/EXCL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FAST,https://query1.finance.yahoo.com/v7/finance/download/FAST.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FASW,https://query1.finance.yahoo.com/v7/finance/download/FASW.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FINN,https://query1.finance.yahoo.com/v7/finance/download/FINN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FIRE,https://query1.finance.yahoo.com/v7/finance/download/FIRE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FIRE-W,https://query1.finance.yahoo.com/v7/finance/download/FIRE-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FISH,https://query1.finance.yahoo.com/v7/finance/download/FISH.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FMII,https://query1.finance.yahoo.com/v7/finance/download/FMII.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FORU,https://query1.finance.yahoo.com/v7/finance/download/FORU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FORZ,https://query1.finance.yahoo.com/v7/finance/download/FORZ.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FORZ-W,https://query1.finance.yahoo.com/v7/finance/download/FORZ-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FPNI,https://query1.finance.yahoo.com/v7/finance/download/FPNI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
FREN,https://query1.finance.yahoo.com/v7/finance/download/FREN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GAMA,https://query1.finance.yahoo.com/v7/finance/download/GAMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GDST,https://query1.finance.yahoo.com/v7/finance/download/GDST.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GDYR,https://query1.finance.yahoo.com/v7/finance/download/GDYR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GEMA,https://query1.finance.yahoo.com/v7/finance/download/GEMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GEMS,https://query1.finance.yahoo.com/v7/finance/download/GEMS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GGRM,https://query1.finance.yahoo.com/v7/finance/download/GGRM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GIAA,https://query1.finance.yahoo.com/v7/finance/download/GIAA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GJTL,https://query1.finance.yahoo.com/v7/finance/download/GJTL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GLOB,https://query1.finance.yahoo.com/v7/finance/download/GLOB.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GMCW,https://query1.finance.yahoo.com/v7/finance/download/GMCW.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GMFI,https://query1.finance.yahoo.com/v7/finance/download/GMFI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GMTD,https://query1.finance.yahoo.com/v7/finance/download/GMTD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GOLD,https://query1.finance.yahoo.com/v7/finance/download/GOLD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GOLL,https://query1.finance.yahoo.com/v7/finance/download/GOLL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GOLL-W,https://query1.finance.yahoo.com/v7/finance/download/GOLL-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GPRA,https://query1.finance.yahoo.com/v7/finance/download/GPRA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GREN,https://query1.finance.yahoo.com/v7/finance/download/GREN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GSMF,https://query1.finance.yahoo.com/v7/finance/download/GSMF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GTBO,https://query1.finance.yahoo.com/v7/finance/download/GTBO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GWSA,https://query1.finance.yahoo.com/v7/finance/download/GWSA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
GZCO,https://query1.finance.yahoo.com/v7/finance/download/GZCO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HADE,https://query1.finance.yahoo.com/v7/finance/download/HADE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HDFA,https://query1.finance.yahoo.com/v7/finance/download/HDFA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HDTX,https://query1.finance.yahoo.com/v7/finance/download/HDTX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HERO,https://query1.finance.yahoo.com/v7/finance/download/HERO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HEXA,https://query1.finance.yahoo.com/v7/finance/download/HEXA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HITS,https://query1.finance.yahoo.com/v7/finance/download/HITS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HMSP,https://query1.finance.yahoo.com/v7/finance/download/HMSP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HOKI,https://query1.finance.yahoo.com/v7/finance/download/HOKI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HOKI-W,https://query1.finance.yahoo.com/v7/finance/download/HOKI-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HOME,https://query1.finance.yahoo.com/v7/finance/download/HOME.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HOTL,https://query1.finance.yahoo.com/v7/finance/download/HOTL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HOTL-W,https://query1.finance.yahoo.com/v7/finance/download/HOTL-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HRTA,https://query1.finance.yahoo.com/v7/finance/download/HRTA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
HRUM,https://query1.finance.yahoo.com/v7/finance/download/HRUM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IATA,https://query1.finance.yahoo.com/v7/finance/download/IATA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IBFN,https://query1.finance.yahoo.com/v7/finance/download/IBFN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IBST,https://query1.finance.yahoo.com/v7/finance/download/IBST.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ICBP,https://query1.finance.yahoo.com/v7/finance/download/ICBP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ICON,https://query1.finance.yahoo.com/v7/finance/download/ICON.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IDPR,https://query1.finance.yahoo.com/v7/finance/download/IDPR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IGAR,https://query1.finance.yahoo.com/v7/finance/download/IGAR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IIKP,https://query1.finance.yahoo.com/v7/finance/download/IIKP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IKAI,https://query1.finance.yahoo.com/v7/finance/download/IKAI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IKBI,https://query1.finance.yahoo.com/v7/finance/download/IKBI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IMAS,https://query1.finance.yahoo.com/v7/finance/download/IMAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IMJS,https://query1.finance.yahoo.com/v7/finance/download/IMJS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IMPC,https://query1.finance.yahoo.com/v7/finance/download/IMPC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INAF,https://query1.finance.yahoo.com/v7/finance/download/INAF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INAI,https://query1.finance.yahoo.com/v7/finance/download/INAI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INCF,https://query1.finance.yahoo.com/v7/finance/download/INCF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INCI,https://query1.finance.yahoo.com/v7/finance/download/INCI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INCO,https://query1.finance.yahoo.com/v7/finance/download/INCO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INDF,https://query1.finance.yahoo.com/v7/finance/download/INDF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INDR,https://query1.finance.yahoo.com/v7/finance/download/INDR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INDS,https://query1.finance.yahoo.com/v7/finance/download/INDS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INDX,https://query1.finance.yahoo.com/v7/finance/download/INDX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INDY,https://query1.finance.yahoo.com/v7/finance/download/INDY.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INKP,https://query1.finance.yahoo.com/v7/finance/download/INKP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INPC,https://query1.finance.yahoo.com/v7/finance/download/INPC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INPC-W,https://query1.finance.yahoo.com/v7/finance/download/INPC-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INPP,https://query1.finance.yahoo.com/v7/finance/download/INPP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INRU,https://query1.finance.yahoo.com/v7/finance/download/INRU.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INTA,https://query1.finance.yahoo.com/v7/finance/download/INTA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INTA-W,https://query1.finance.yahoo.com/v7/finance/download/INTA-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INTD,https://query1.finance.yahoo.com/v7/finance/download/INTD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INTP,https://query1.finance.yahoo.com/v7/finance/download/INTP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
INVS,https://query1.finance.yahoo.com/v7/finance/download/INVS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IPCM,https://query1.finance.yahoo.com/v7/finance/download/IPCM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
IPOL,https://query1.finance.yahoo.com/v7/finance/download/IPOL.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ISAT,https://query1.finance.yahoo.com/v7/finance/download/ISAT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ISSP,https://query1.finance.yahoo.com/v7/finance/download/ISSP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ITMA,https://query1.finance.yahoo.com/v7/finance/download/ITMA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ITMG,https://query1.finance.yahoo.com/v7/finance/download/ITMG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
ITTG,https://query1.finance.yahoo.com/v7/finance/download/ITTG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JAWA,https://query1.finance.yahoo.com/v7/finance/download/JAWA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JECC,https://query1.finance.yahoo.com/v7/finance/download/JECC.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JGLE,https://query1.finance.yahoo.com/v7/finance/download/JGLE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JIHD,https://query1.finance.yahoo.com/v7/finance/download/JIHD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JKON,https://query1.finance.yahoo.com/v7/finance/download/JKON.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JKSW,https://query1.finance.yahoo.com/v7/finance/download/JKSW.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JMAS,https://query1.finance.yahoo.com/v7/finance/download/JMAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JPFA,https://query1.finance.yahoo.com/v7/finance/download/JPFA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JPRS,https://query1.finance.yahoo.com/v7/finance/download/JPRS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JRPT,https://query1.finance.yahoo.com/v7/finance/download/JRPT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JSMR,https://query1.finance.yahoo.com/v7/finance/download/JSMR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JSPT,https://query1.finance.yahoo.com/v7/finance/download/JSPT.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
JTPE,https://query1.finance.yahoo.com/v7/finance/download/JTPE.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KAEF,https://query1.finance.yahoo.com/v7/finance/download/KAEF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KARW,https://query1.finance.yahoo.com/v7/finance/download/KARW.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KBLI,https://query1.finance.yahoo.com/v7/finance/download/KBLI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KBLM,https://query1.finance.yahoo.com/v7/finance/download/KBLM.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KBLV,https://query1.finance.yahoo.com/v7/finance/download/KBLV.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KBRI,https://query1.finance.yahoo.com/v7/finance/download/KBRI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KDSI,https://query1.finance.yahoo.com/v7/finance/download/KDSI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KIAS,https://query1.finance.yahoo.com/v7/finance/download/KIAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KICI,https://query1.finance.yahoo.com/v7/finance/download/KICI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KIJA,https://query1.finance.yahoo.com/v7/finance/download/KIJA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KINO,https://query1.finance.yahoo.com/v7/finance/download/KINO.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KIOS,https://query1.finance.yahoo.com/v7/finance/download/KIOS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KIOS-W,https://query1.finance.yahoo.com/v7/finance/download/KIOS-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KKGI,https://query1.finance.yahoo.com/v7/finance/download/KKGI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KLBF,https://query1.finance.yahoo.com/v7/finance/download/KLBF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KOBX,https://query1.finance.yahoo.com/v7/finance/download/KOBX.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KOIN,https://query1.finance.yahoo.com/v7/finance/download/KOIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KONI,https://query1.finance.yahoo.com/v7/finance/download/KONI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KOPI,https://query1.finance.yahoo.com/v7/finance/download/KOPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KPIG,https://query1.finance.yahoo.com/v7/finance/download/KPIG.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KRAH,https://query1.finance.yahoo.com/v7/finance/download/KRAH.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KRAS,https://query1.finance.yahoo.com/v7/finance/download/KRAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
KREN,https://query1.finance.yahoo.com/v7/finance/download/KREN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LAMI,https://query1.finance.yahoo.com/v7/finance/download/LAMI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LAPD,https://query1.finance.yahoo.com/v7/finance/download/LAPD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LCGP,https://query1.finance.yahoo.com/v7/finance/download/LCGP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LEAD,https://query1.finance.yahoo.com/v7/finance/download/LEAD.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LINK,https://query1.finance.yahoo.com/v7/finance/download/LINK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LION,https://query1.finance.yahoo.com/v7/finance/download/LION.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LMAS,https://query1.finance.yahoo.com/v7/finance/download/LMAS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LMPI,https://query1.finance.yahoo.com/v7/finance/download/LMPI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LMSH,https://query1.finance.yahoo.com/v7/finance/download/LMSH.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPCK,https://query1.finance.yahoo.com/v7/finance/download/LPCK.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPGI,https://query1.finance.yahoo.com/v7/finance/download/LPGI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPIN,https://query1.finance.yahoo.com/v7/finance/download/LPIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPKR,https://query1.finance.yahoo.com/v7/finance/download/LPKR.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPLI,https://query1.finance.yahoo.com/v7/finance/download/LPLI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPPF,https://query1.finance.yahoo.com/v7/finance/download/LPPF.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LPPS,https://query1.finance.yahoo.com/v7/finance/download/LPPS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LRNA,https://query1.finance.yahoo.com/v7/finance/download/LRNA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LRNA-W,https://query1.finance.yahoo.com/v7/finance/download/LRNA-W.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LSIP,https://query1.finance.yahoo.com/v7/finance/download/LSIP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
LTLS,https://query1.finance.yahoo.com/v7/finance/download/LTLS.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MABA,https://query1.finance.yahoo.com/v7/finance/download/MABA.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAGP,https://query1.finance.yahoo.com/v7/finance/download/MAGP.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAIN,https://query1.finance.yahoo.com/v7/finance/download/MAIN.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
MAMI,https://query1.finance.yahoo.com/v7/finance/download/MAMI.JK?period1=1514739600&period2=1527181200&interval=1d&events=history&crumb=uGMY0JmMIQu
